conversation_id,topic,question,gold_answer,literal_answer,pragmatic_answer,retrieved_answer,literal_f1,literal_precision,literal_recall,pragmatic_f1,pragmatic_precision,pragmatic_recall,retrieved_f1,retrieved_precision,retrieved_recall,literal_context_length,pragmatic_context_length,retrieved_context_length,num_retrieved_passages
83,Alexander Hamilton,Is Hamilton historically accurate?,What are the Different types of Music available? list out?,,I toe the line,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230,0,0
84,The Wonderful Wizard of Oz (book),is the tin man still alive?,"Well, at the end of the show he was still alive. He'd gotten an award of a heart from the wizard of oz. Please note that the wiki for Wizard of Oz did not load, so I can't copy paste answers, but know quite a bit about the show and am happy to answer your questions, quickly, quite quickly.",20Oz,nderful%20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,0,0
85,The Wonderful Wizard of Oz (book),Who is the main character?,"Dorothy Gale is the main protagonist of the broad Oz novels, written by L. Frank Baum. Her first appearance was in The Wonderful Wizard of Oz.",I don't know,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0
86,The Wonderful Wizard of Oz (book),I like the monkeys in this play,These monkeys had bird-like feathered wings. They were meant to represent the Native Americans in the 1800s.,ul%20Wizard,f%20Oz,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,50,0,0
87,Jujutsu Kaisen,What is jujutsu Kaisen?,"It's a Manga. It was written by Ege Akutami, it's published in Weekly Shonen Jump.",a manga,The first chapter,"0: The Movie
     



      Staff
     


       Director",0.4999996249999062,0.4499996624999156,0.5499995874998969,0.0,0.0,0.0,0.0,0.0,0.0,108,84,24108,5
88,Jujutsu Kaisen,what is jujutsu kaisen?," jujutsu kaisen is a story about Yuji Itadori an expert at track and field but he has zero interest running around in circles, he's happy as a clam in the Occult Research Club. Although he's only in the club for kicks, things get serious when a real spirit shows up at school! When his grandfather is on his deathbed, Yuji makes a promise to him; that he will do kind deeds so that he dies surrounded by loved ones, unlike his grandfather.  Would you like more about Yuji Itadori?",expert at track and fiel,kicks,"0: The Movie
     



      Staff
     


       Director",0.25,0.225,0.275,0.25,0.225,0.275,0.0,0.0,0.0,145,99,24108,5
89,Jujutsu Kaisen,what is Jujutsu Kaisen and where is it most prevalent ,"Jujutsu Kaisen is a manga, written by Gege Akutami. As far as prevelancy goes, it is published weekly in Shoen Jump, so that is where you could find it.",a manga,Weekly Shonen Jump,Japanese Name,0.4,0.36000000000000004,0.44000000000000006,0.5,0.45,0.55,0.0,0.0,0.0,67,36,49660,5
90,Jujutsu Kaisen,who is this person?,"First Jujutsu Kaisen is manga, it's sold over 50 million copies, including digital versions, Would you like to know more? It's interesting.",Jujutsu Kaisen,Jujutsu Kaisen,"a
   
    special grade
   

    jujutsu sorcerer",0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,153,153,37233,5
91,Jujutsu Kaisen,Hello,"Hello.  Jujutsu Kaisen is a manga written and illustrated by Gege Akutami and is published in Weekly Shonen Jump . The first chapter was published on March 5, 2018 in issue 14 of Weekly Shonen Jump . In 2018, Gege Akutami started their first full serialization with Jujutsu Kaisen in issue 14 of Weekly Shonen Jump . Jujutsu Kaisen serves as the follow-up series to Jujutsu Kaisen. Would you like to know more about the plot? ",Jujutsu Kaisen,Weekly Shonen Jump,Hiromi Higuruma,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.2857632639067455,0.25718693751607097,0.3143395902974201,0.0,0.0,0.0,227,198,30747,5
92,Jujutsu Kaisen,Who is the Jujusu Kaisen?,"well, it's more of a what than a who. Jujutsu Kaisen is manga, it's a Japanese type comic/or Anime. It's a sort of fascinating thing and DOES have persons IN it who ARE who, Shall I tell you of them?",Gege Akutam,Gege Akutam,"Kayleigh McKee
      






    Yuta Okkotsu",0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.2571428571428572,0.31428571428571433,100,100,49921,5
93,Jujutsu Kaisen,What exactly is Jujutsu Kaisen?,Great question. Jujutsu Kaisen is a manga written and illustrated by Gege Akutami.   The first chapter was published on March 5 this is when the serialization of Jujutsu Kaisen started.  Would you like to know about the plot?,a manga,an sequel to the previous short series,"0: The Movie
     



      Staff
     


       Director",0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,0.0,0.0,0.0,227,190,24108,5
94,Enter the Gungeon,What's Enter the Gungeon about?,It's a videogame about a group of kids trying to find a gun that will kill the past. ,ultimate treasure,Exit the Gungeon,a gunfight dungeon crawler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,119,15523,5
95,Dinosaur,What year was this dinosaur release? ,"I don't know what dinosaur specifically you mean, but according to a reconstruction of Eoraptor, an early dinosaur, dinosaurs diverged from their ancestors about 230 million years ago",I don't know,230 million years ago,2015,0.6666666666666666,0.6,0.7333333333333334,0.5,0.45,0.55,0.0,0.0,0.0,12,304,27133,5
96,Dinosaur,when was the existence of Dinosaur?,"Dinosaurs dominated the Earth for roughly 170 million years with their first appearance taking place approximately 240 million years ago. By the conclusion of the Cretaceous Period, non-flying dinosaurs suffered from a cataclysmic event that resulted in their extinction.",240 million years ago,66 million years ago,240 million years ago,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,180,152,151700,5
97,Dinosaur,what is your favorite dinosaur?,"My favorite dinosaur is the Pyroraptor, which was a small bird-like theropod. It's name means ""Mount Olympus fire thief"", since we found its remains after a forest fire.",Pyroraptor,Mount Olympus,rauisuchians,0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,146,99,67526,5
98,Dinosaur,What was the first type of Dinosaur?,The Eoraptor is believed to be one of the earliest dinosaurs having lived during the late Triassic Period about 230 million years ago.,Eoraptor,Eoraptor,Ankylosaurs,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,8,154,6057,5
99,Dinosaur,What is a dinosaur?,A dinosaur is a now extinct group of animals that first appeared 240 million years ago but all non-avian dinosaurs died out roughly 170 millions years later. The only dinosaurs living today are birds.,vertebrate animals,non-avian dinosaurs suffered a catastrophic extinction birds,Xenotarsosaurus,0.0,0.0,0.0,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,148,158,1540,5
100,Dinosaur,Tell me about Dinosaur,"Dinosaurs ( Owen , 1842) are a clade of vertebrate animals that dominated terrestrial ecosystems for approximately 170 million years, first appearing roughly 240 million years ago. At the end of the Cretaceous Period, 66 million years ago, non-avian dinosaurs suffered a catastrophic extinction , which ended their dominance on land. Taxonomists state that birds are the only remaining dinosaurs today, since birds are direct descendants of theropod dinosaurs, birds retain some dinosaurian features.",1842,Taxonomists,Late Triassic–Present,0.199999819999982,0.1799998379999838,0.21999980199998023,0.2222222222222222,0.19999999999999998,0.24444444444444446,0.4,0.36000000000000004,0.44000000000000006,179,319,151700,5
101,Dinosaur,Hello. Hope you are great. When did dinosaurs live?,"Hi! Happy Thursday! Dinosaurs dominated the Earth for approximately 170 million years, first appearing roughly 240 million years ago.At the end of the Cretaceous Period, 66 million years ago, non-avian dinosaurs suffered a catastrophic extinction , which ended their dominance on land.",170 million years,66 million years ago,Late Triassic–Present,0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.3333333333333333,0.3,0.3666666666666667,180,152,52221,5
102,Dinosaur,what year did the dinosaurs exist? ,Dinosaurs existed 66 millions years ago. The first dinosaur was recognized in the 19th century,66 million years ago,19th century,100.5 - 66 million years ago,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,0.5,0.45,0.55,88,53,101909,5
103,Dinosaur,How long were dinosaurs alive for?,"Dinosaurs dominated the Earth for roughly 170 million years, first appearing roughly 240 million years ago. By the conclusion of the Cretaceous Period, non flying dinosaurs experienced a cataclysmic event that put their existence to an end, approximately 66 million years ago.",170 million years,66 million years,66 million years ago,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4996249062265567,0.449662415603901,0.5495873968492124,179,152,151700,5
104,Dinosaur,what is the biggest dinosaur known to science? ,"The tallest and heaviest dinosaur known from a full skeleton is the Brachiosaurus, which is now mounted in the Humboldt Museum of Berlin, is 12 meters tall, and is estimated to have weight between 30 thousand to 60 thousand kilograms.",Brachiosaurus,Humboldt Museum of Berlin,A. fragillimus,0.4,0.36000000000000004,0.44000000000000006,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,94,156,39952,5
105,Dinosaur,what period did the dinosaurs exist? ,"Dinosaurs lived from the Triassic period until the Cretaceous periods. After the Cretaceous-Tertiary extinction event, which occurred approximately 65 million years ago at the end of the Cretaceous period, almost all dinosaurs except the line that had already given rise to birds went extinct.",Cretaceous Period,Cretaceous period,Jurassic,0.4,0.36000000000000004,0.44000000000000006,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,113,235,21254,5
106,Dinosaur,What is the tallest dinosaur of all time?,"The Brachiosaurus was the largest  and heaviest dinosaur of all time based on complete fossil skeleton, but there were larger dinosaurs whose size is inferred from incomplete fossil samples.",Brachiosaurus,dinosaurs,Torvosaurus,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,13,116,17747,5
107,Dinosaur,Where did the Dinosaurs go?,they became extinct ,extinction,land,Cretaceous South America,1.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,37,134,20469,5
108,Dinosaur,How many horns did a triceratops have?,"The triceratops have 3 horns. Scientist have began studying the connections between the bird family and the dinosaurs evolution of flight, this is now call the ""Dinosaur Renaissance"". There has been new discoveries in China that have further developed this evolutionary connection. ",I don't know,feathered dinosaurs,"Late Cretaceous
       



          PreЄ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,289,63103,5
109,Dinosaur,When did the dinosaurs reign?,Roughly 240 million years ago to being. They were dominate for about 170 million years and they died out 66 million years ago.,240 million years ago,66 million years ago,"end of the
   
    Cretaceous
   
   Period",0.4999999999625,0.44999999996625,0.54999999995875,0.5,0.45,0.55,0.5,0.45,0.55,29,182,151700,5
110,Dinosaur,What is the most recently discovered dinosaur?,"A recently discovered troodont fossil demonstrates that the dinosaurs slept like certain modern birds, with their heads tucked under their arms.",I don't know,troodont,birds,0.0,0.0,0.0,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4999996249999062,0.4499996624999156,0.5499995874998969,12,143,151700,5
111,Dinosaur,What is the Dinosaur,"Dinosaurs are a group of vertebrate animals that dominated terrestrial ecosystems for approximately 170 million years, first appearing roughly 240 million years ago.Taxonomists state that birds are the only remaining dinosaurs today.The term dinosaur is sometimes used informally to describe other prehistoric reptiles.",a clade of vertebrate animals,birds are the only remaining dinosaurs today,"a clade of
   
    vertebrate
   

    animals
   
   that dominated terrestrial ecosystems",0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.5714285714285715,0.5142857142857143,0.6285714285714287,180,155,101556,5
112,Dinosaur,When did dinosaurs first show up?,"The first dinosaur to be formally described was in 1677 by William Buckland, the Megalosaurus. The first American dinosaur was found in 1858 by William Foulke near New Jersey and they named it Hadrosaurus foulkii ",1677,1858,240 million years ago,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,182,219,151700,5
113,Dinosaur,waht are dinosaurs?,"Dinosaurs are a grouping of vertebrae animals that dominated the Earth for roughly 170 million years, with their first existence dating 240 million years ago. At the conclusion of the Cretaceous period, roughly 66 million years ago, a catastrophic event took place and forced these animals to extinction. Taxonomists consider birds to be the last remaining descendants of dinosaurs alive today. With this in mind, it is a wonder in how long it was before humanity first recorded dinosaur findings.",Dinosaurs,birds are the only remaining dinosaurs today,theropod dinosaurs belonging to the clade Therizinosauria,0.0,0.0,0.0,0.2857632639067455,0.25718693751607097,0.3143395902974201,0.0,0.0,0.0,180,372,54292,5
114,Dinosaur,Can you tell me what Dinosuars are?,"Dinosaurs are a clade of vertebrate animals that dominated terrestrial ecosystems for approximately 170 million years. Taxonomists state that birds are the only remaining dinosaurs today, since birds are direct descendants of theropod dinosaurs, birds retain some dinosaurian features.",a clade of vertebrate animals,Taxonomists state that birds are the only remaining dinosaurs,Tyrannos,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,132,166,112655,5
115,Dinosaur,When Dinosaur lived in the world?,"Dinosaurs ( Owen , 1842) are a clade of vertebrate animals that dominated terrestrial ecosystems for approximately 170 million years, first appearing roughly 240 million years ago.",170 million years,240 million years ago,Late Triassic,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,132,46,51764,5
116,Dinosaur,tell me about Dinosaur,"Dinosaurs are animals that lived about 170 million years ago. Their skeletons were found in the 1800s, and they have since become big attractions at places like mueseums.","Dinosaurs ( Owen , 1842",fossilized dinosaur skeletons have become major attractions at museums around the world.,Late Triassic–Present,0.0,0.0,0.0,0.4999996249999062,0.4499996624999156,0.5499995874998969,0.0,0.0,0.0,133,158,151700,5
117,Dinosaur,who is the king of the dinosaurs? ,"Because of the fossil record, scientists will probably never be certain of the largest and smallest dinosaurs.","scientists will

probably never be certain of the largest and smallest dinosaurs","scientists will

probably never be certain of the largest and smallest dinosaurs",Dinosaur King,0.8,0.7200000000000001,0.8800000000000001,0.8,0.7200000000000001,0.8800000000000001,0.0,0.0,0.0,81,81,5742,5
118,Dinosaur,what are dinosaurs?,Dinosaurs are a group of animals that dominated the terrestrial ecosystem for around 170 million years. All but the non-avian dinosaurs are now extinct due to a catastrophic event 66 million years ago.,vertebrate animals,non-avian,theropod dinosaurs belonging to the clade Therizinosauria,0.0,0.0,0.0,0.2857632639067455,0.25718693751607097,0.3143395902974201,0.0,0.0,0.0,148,115,101932,5
119,Dinosaur,how many dinosaurs are there?,"There were many different kinds of dinosaurs with about 527 dinosaur genera identified with certainty and about 1,844 genera believed to have existed. Some of these dinosaurs were herbivorous while others were carnivorous. Some were bipeds, some were quadrupeds, and some, like Ammosaurus and Iguanodon, could walk just as easily on two or four legs.","1,844",Some dinosaurs were bipeds,Several,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.2222222222222222,0.19999999999999998,0.24444444444444446,190,185,151700,5
120,Dinosaur,Is Dinosaur a type of Drink? (if not then what is it?),Dinosaurs are a class of extinct vertebrate reptilian animals.,,a clade of vertebrate animals,"The environment is extremely dangerous, and the world is not your friend here",0.0,0.0,0.0,0.3333333333333333,0.3,0.3666666666666667,0.0,0.0,0.0,0,132,8158,5
121,Dinosaur,when was Dinosaur present here on earth?,"According to science, the first were here 230 million years ago. That is when they were said to have diverged from their archosaur ancestors. Further, they were here until 20 millions years after the Permian-Triassic Extenction event.",230 million years ago,20 million years,Late Triassic,0.49624060150375937,0.44661654135338347,0.5458646616541354,0.5,0.45,0.55,0.4996249062265567,0.449662415603901,0.5495873968492124,21,158,151700,5
122,Dinosaur,Hi. How long ago had the dinosaurs become extinct?,The dinosaurs became extinct about 66 million years ago.,66 million years ago,65 million years ago,100.5 - 66 million years ago,0.6666666666666666,0.6,0.7333333333333334,1.0,0.9,1.1,0.5,0.45,0.55,113,154,101909,5
123,Dinosaur,which is the most dangerous dinosaur,Velociraptors were considered one of the most dangerous. ,,Protoceratops,Rhamphosaurus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,118,63898,5
124,The Karate Kid,Whose the main character of the Karate KId?,"I am sorry, Dog issue. I am now fully focused.",Daniel LaRusso,17-year-old boy,"Alan
   


   Alan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,64,31869,5
125,The Karate Kid,When was The Karate Kid released?,"the movie was released Dec 16,1983","June 22, 1984","December 16, 1983","June 22, 1984",0.0,0.0,0.0,1.0,0.9,1.1,0.0,0.0,0.0,13,113,82741,5
126,Popeye,Is Popeye a cartoon or a character?,"Popeye is both these, He's a character, a sailor, veteran, and was created in 1928, he's going to be a hundred this decade.",a sailor character,a sailor character,,0.5714285714285715,0.5142857142857143,0.6285714285714287,0.5714285714285715,0.5142857142857143,0.6285714285714287,0.0,0.0,0.0,150,150,0,0
127,Popeye,My name is Popeye.. I am full of rock hard muscle.,"Cool, you must eat something great. I wonder what it is?",Popeye Franchise,sailor character,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,51,0,0
128,Popeye,Why does Popeye always eat spinach?,Popeye ate spinach to gain strength. Eating spinach to gain strength became a very heavy theme of the cartoon and was even made fun of in future cartoons. ,gains a boost in strength,helpless,,0.4999996249999062,0.4499996624999156,0.5499995874998969,0.0,0.0,0.0,0.0,0.0,0.0,80,202,0,0
129,Popeye,explain the history of popeye?,Popeye was born to Poopdeck Pappy and an unknown woman in Santa Monica. He was sent to an orphanage and raised there until he got into a serious fight at the age of 4. After this Popeye's keeper would sign him up for fights and he would box against muscular men at the docks. ,his mother's fate was unknown,early home training,,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,0.0,0.0,0.0,280,410,0,0
130,Popeye,how many chracters in this cartoon?,There were 8 other characters,semi-regular appearances,Olive and occasionally Wimpy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462,273,0,0
131,Popeye,was Popeye a strong guy?,In the original comics he was super strong but the popeye most people know is the later version who gained super strength through his spinach!,super-humanly strong,eating spinach,,0.4996249062265567,0.449662415603901,0.5495873968492124,0.49624060150375937,0.44661654135338347,0.5458646616541354,0.0,0.0,0.0,123,105,0,0
132,Popeye,what year did popeye come out? ,Popeye was first seen in 1928. He was created by Elzie Crisler Segar for the comic called Thimble Theater.,1928,Thimble Theatre,,0.5,0.45,0.55,0.4996249062265567,0.449662415603901,0.5495873968492124,0.0,0.0,0.0,34,76,0,0
133,Popeye,who is Popeye? ,"Popeye is a sailer, the main protagonist of the Popeye Franchise. He loves Spinach and Olive Oyl.",Franchise,y Elzie Crisler Segar,,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,91,57,0,0
134,Popeye,How old is Popeye?,"Forrest Cowles ""Bud"" Sagendorf presumed the age of Popeye to be around 34 years old. His credibility comes from his experience on the project. More specifically, following Segar's death in 1938, Sagendorf began illustrating marketing materials for King features, eventually moving on to illustrate many of the Popeye comic books starting in 1946.",34,1946,,0.4,0.36000000000000004,0.44000000000000006,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,32,215,0,0
135,Popeye,Who is Popeye?,"Popeye is a Sailor, he's also a US Veteran.",sailor,Franchise,,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,34,54,0,0
136,Popeye,Who is Popeye?,Popeye is a sailor. He was first created in 1928 and is a Veteran of World War II,Franchise,Franchise,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,54,0,0
137,Popeye,"Teacher, Who was created popeye?","Creation and development in Thimble Theatre Popeye was created by E. C. Segar and was inspired by a man Segar knew in Chester, Illinois : Frank ""Rocky"" Fiegel . Popeye would make his debut in the January 17, 1929 Thimble Theatre strip "" Dice Island "" as a rough sailor for hire.",Thimble Theatre,E. C. Segar,,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.5,0.45,0.55,0.0,0.0,0.0,43,233,0,0
138,Popeye,how old is popeye?,"Popeye was created in 1928, he's been around a long long time.",1928,Thimble Theatre,,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,91,98,0,0
139,Popeye,Who created the Popeye character and under what circumstances? ,"Popeye was created by Elzie Segar, it was originally called Thimble Theatre comic strip, Later the strip became wholly his, it's now called Popeye.",Elzie Crisler Segar,Thimble Theatre,,0.4,0.36000000000000004,0.44000000000000006,0.5,0.45,0.55,0.0,0.0,0.0,114,71,0,0
140,Popeye,who is popeye?,"Ahoy Matey, our friend popeye is a sailor, a Veteran, a Treasure Hunter, a Star, he does it all, he's quite famous, haven't you heard of him?",a sailor character,a sailor character,,0.25003749812509374,0.22503374831258438,0.27504124793760315,0.25003749812509374,0.22503374831258438,0.27504124793760315,0.0,0.0,0.0,164,164,0,0
141,Popeye,Is Popeye a lawyer or sailor? ,"Popeye is a sailor character, the main protagonist of the Popeye Franchise. Popeye had been created in 1928 by Elzie Crisler Segar for his Thimble Theatre comic strip.",sailor,1928,,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.33333333333333337,0.30000000000000004,0.36666666666666675,0.0,0.0,0.0,91,74,0,0
142,Popeye,"Teacher, Who created popeye?",Popeye character created by Elzie Crisler Segar.,Elzie,Elzie Crisler Segar,,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,5,19,0,0
143,Popeye,When was Popeye written?,"Ahoy matey, Popeye was created in 1928, ya Land Lubber.",1928,1928,,1.0,0.9,1.1,1.0,0.9,1.1,0.0,0.0,0.0,76,76,0,0
144,Popeye,popeye was a strong fellow right?,"Yes! While his strength varies among his portrayals, per the original comics he is portrayed as super-humanly strong strong and can lift huge objects. In later adaptions, he is not quite as mighty until he gains a boost in strength by eating some spinach. Popeye was actually inspired by a real man named Frank ""Rocky"" Fiegel, who was well-known as something of a local legend, he supposedly had an inordinate strength and often participated in fights. Like Popeye, he smoked a pipe and was toothless",spinach,"Popeye, he smoked a pipe and was toothless",,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.0,0.0,0.0,389,271,0,0
145,Popeye,What year was the 1st Popeye episode?,"He first appeared in January 1929, but it was not until 1948 he would star as the main character.",1929,1948,,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,16,67,0,0
146,Game of Thrones,when was game of throne first release?,"Game of Thrones first started with Episode one on April 17, 2011",17 April-19 June 2011,17 April-19 June 2011,"March 5, 2012",0.3997599039615847,0.3597839135654262,0.4397358943577432,0.3997599039615847,0.3597839135654262,0.4397358943577432,0.0,0.0,0.0,55,55,63583,5
147,Game of Thrones,What is Game of Thrones about?,"Game of Thrones is about the noble Houses of the Seven Kingdoms. For example, the show involves the Great House Stark of Winterfell who commands that Kingdom of the North.",the noble Houses of the Seven Kingdoms,House Stark of Winterfell is a Great House of Westeros,an American fantasy drama television series,0.4,0.36000000000000004,0.44000000000000006,0.4999999999625,0.44999999996625,0.54999999995875,0.0,0.0,0.0,38,104,268764,5
148,Game of Thrones,when was the last season released?,"On July 30, 2015, HBO programming president Michael Lombardo announced that the TV series will last at least eight seasons, not only seven. Speaking at the Television Critics Association press tour, Lombardo said that while Season 7 was not yet technically ordered,","July 30, 2015",prequel,"July 16, 2017",0.2857142857142857,0.2571428571428571,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,122,170,89285,5
149,Game of Thrones,Is game of thrones a movie or show?,The Game of Thrones is a television series or show that is based on the novel series by George R.R. Martin: A Song of Ice and Fire.,television series,It is based on the novel series A Song of Ice and Fire,American fantasy drama television series,0.4996249062265567,0.449662415603901,0.5495873968492124,0.4999996249999062,0.4499996624999156,0.5499995874998969,0.28571416326523613,0.25714274693871253,0.3142855795917598,17,86,131631,5
150,Game of Thrones,Who is the author of game of thrones?,The author of the book upon which it's based and the script is George RR Martin.,George R.R. Martin,"producer, creative consultant and scriptwriter",George Raymond Richard Martin,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0.6666666666666666,0.6,0.7333333333333334,29,62,46366,5
151,Game of Thrones,what year was game of thrones released? ,"Game of Thrones season one aired on HBO from April 17, 2011 through june 19th, 2011",,2011,2012,0.0,0.0,0.0,0.6666666666666666,0.6,0.7333333333333334,0.0,0.0,0.0,0,54,63583,5
152,Game of Thrones,What is Game of Thrones about?,"It is about Westeros, home to seven feuding kingdoms and an external danger in the North.",the continent of Westeros,both civil war and an external invasion threaten Westeros,an American fantasy drama television series,0.5,0.45,0.55,0.8,0.7200000000000001,0.8800000000000001,0.0,0.0,0.0,174,175,268764,5
153,Game of Thrones,Was Tywin Lanaster a good guy or bad guy?,That's complicated.  He's more of a bad guy because he married his cousin Joanna and had several children with him.  One of them was an imp and Joanna died giving birth to him. His name is Tyrion and Tywin sees him as misshapen and perverse.  Tywin hated his son Tyrion and blamed him for her death.,Tywin married his cousin Joanna Lannister,Tywin despises his younger son,Tywin Lannister,0.2222222222222222,0.19999999999999998,0.24444444444444446,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.0,0.0,0.0,195,69,103677,5
154,Game of Thrones,I know nothing about Game of Thrones; what's the general plot?,"Howdy there pardner, Thrones is an HBO series, it's based on a fantasy book written by George RR martin. The novel that it is specifically based on is A Song of Fire and Ice. It has fighting among families, dragons, White Walkers, and Direwolves. it's amazing.",fantasy,fantasy,The Queen's Justice,0.199999819999982,0.1799998379999838,0.21999980199998023,0.199999819999982,0.1799998379999838,0.21999980199998023,0.0,0.0,0.0,164,164,354447,5
155,Game of Thrones,What is Game of Thrones?,"It's an American Fantasy drama. It is based on a book series called ""A song of Ice and Fire"" written by Gearge R R Martin. In the town of Westeros, is home to seven feuding kingdoms. They are united by the Targaryen family using dragons. Civil war and external invasion threatened Westeros, a supernatural threat that sleeps behind the wall,",fantasy drama television series,A Song of Ice and Fire,an American fantasy drama television series,0.28571428571428575,0.2571428571428572,0.31428571428571433,0.24999978124997269,0.22499980312497542,0.27499975937496995,0.22222204938267764,0.19999984444440988,0.24444425432094544,78,647,157269,5
156,Game of Thrones,Who is the main character in Game of Thrones?,"Happy Holiday, Well, main character, often changes per episode, just before the series starts the dominant character is the Mad King, a Targaryen, Shall I just start there?",Jon Arryn,Jon Arryn,Stannis I Baratheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,132,92861,5
157,Game of Thrones,Is the Game of Thrones meant to be a fictional history of Earth?,"Not likely, the planet",the seasons can last for years at a time.,the seasons can last for years at a time.,Westeros.,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,0.6666666666666666,0.6,0.7333333333333334,76,76,168371,5
158,Game of Thrones,who is the most famous character in the game of thrones?,"Well, one might argue that Tyrion Lannister is pretty famous. He's the character played by Peter Dinklage.  Jon snow is also quite popular. In fact there is a new Game of Thrones based series coming out based on his character.",Tyrion Lannister,Peter Hayden Dinklage,Stannis I Baratheon,0.4,0.36000000000000004,0.44000000000000006,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,21,105,112652,5
159,Game of Thrones,what year was game of thrones released? ,"April 17th, of 2011 was HBOs release of the first episode, the series ran many years after though.",2008,2011,2012,0.0,0.0,0.0,0.49624060150375937,0.44661654135338347,0.5458646616541354,0.0,0.0,0.0,283,55,63583,5
160,Game of Thrones,How many books are in the Game of Thrones series?,"Game of Thrones, the HBO series is based on the five books of George R. R. Martin's Song of Fire and Ice series.",It is based on the novel series A Song of Ice and Fire,five,2.1,0.6666666666666666,0.6,0.7333333333333334,0.4,0.36000000000000004,0.44000000000000006,0.0,0.0,0.0,86,80,170564,5
